player,board1,board2,action
2,2441726690306,829482731776,2
1,2441726690306,830556473600,3
2,2441726690314,830556473600,2
1,309774516224,1717986918400,3
2,311921999872,1717986918400,0
1,311921999872,1718255353856,5
2,320511934464,1718255353856,4
1,320511934464,1722550321152,4
2,320545488896,1722550321152,3
1,320545488896,1722567098368,4
2,320545751040,1722567098368,3
1,320545751040,1722567229440,6
2,2519569006592,1722567229440,3
1,2519569006592,1722567230464,2
2,2657007960064,1722567230464,0
1,2657007960064,1722569327616,3
2,2657007960072,1722569327616,5
1,2657007960072,1722636436480,5
2,2474169597952,36507222016,4
1,2474169597952,586263035904,1
2,2542889074688,586263035904,4
1,2542889074688,590558003200,0
2,2542891171840,590558003200,6
1,2542891171840,607737872384,4
2,2542924726272,607737872384,1
1,2542924726272,608274743296,4
2,2542924988416,608274743296,3
1,2542924988416,608291520512,4
2,2542924990464,608291520512,4
1,2542924990464,608291520528,3
2,2542925121536,608291520528,0
1,2542925121536,608291536912,6
2,2543059339264,608291536912,1
1,2543059339264,608295731216,5
2,3642570967040,608295731216,5
2,1142998171648,2405181685760,5
1,1142998171648,2405248794624,3
2,1417876078592,2405248794624,2
1,1417876078592,2406322536448,2
2,1417884467200,2406322536448,5
1,1417884467200,2406323060736,1
2,1417888661504,2406323060736,1
1,1417888661504,2406323093504,3
2,1420036145152,2406323093504,6
1,1420036145152,2423502962688,4
2,1969791959040,2423502962688,2
1,1969791959040,2423503028224,1
2,1969791959296,2423503028224,1
1,1969791959296,2423503028226,0
2,1970060394752,2423503028226,0
1,1970060394752,2423505125378,6
2,1970194612480,2423505125378,6
1,1970194612480,2423506173954,5
2,1970194616576,2423506173954,0
1,1970194616576,2423506190338,2
2,1970194617088,2423506190338,5
1,1970194617088,2423506190370,2
2,1970194617092,2423506190370,6
1,1970194617092,2423506198562,6
2,1970194617156,2423506198562,0
1,1970194617156,2423506198690,0
2,1970194617157,2423506198690,4
1,1970194617157,2427801165986,4
2,1970228171589,2427801165986,3
1,1970228171589,2427817943202,3
2,1443109011456,2199560126464,4
1,1443109011456,2749315940352,4
2,1447403978752,2749315940352,3
1,1447403978752,2751463424000,4
2,1447437533184,2751463424000,0
1,1447437533184,2785823162368,4
2,1447437795328,2785823162368,3
1,1447437795328,2785839939584,6
2,1464617664512,2785839939584,4
1,1464617664512,2785839941632,3
2,1464617795584,2785839941632,1
1,1464617795584,2785844135936,3
2,1464617796608,2785844135936,0
1,1464617796608,2786112571392,0
2,1464619893760,2786112571392,6
1,1464619893760,2786246789120,1
2,1464619926528,2786246789120,6
1,1464619926528,2786247837696,3
2,1464619926536,2786247837696,1
1,1464619926536,2786247837952,4
2,1464619926552,2786247837952,2
1,1464619926552,2923686791424,1
2,1464619926554,2923686791424,2
1,3457515782144,936336424960,2
2,3458589523968,936336424960,1
1,3458589523968,936873295872,5
2,3458590048256,936873295872,2
1,3458590048256,936881684480,2
2,3458590113792,936881684480,6
1,3458590113792,937015902208,2
2,3458590114304,937015902208,5
1,3458590114304,937015906304,1
2,3458594308608,937015906304,6
1,3458594308608,937016954880,2
2,3458594308612,937016954880,4
1,3458594308612,937017217024,1
2,3458594341380,937017217024,1
1,3458594341380,937017217280,4
2,3458594343428,937017217280,4
1,3458594343428,937017217296,0
2,3458862778884,937017217296,6
1,3458862778884,937017225488,6
2,3458862778948,937017225488,1
1,3458862778948,937017225490,5
2,3458862778980,937017225490,3
1,3458862778980,939164709138,3
1,1512650571776,2330019758080,4
2,3437592838144,670283333632,2
1,3437592838144,670283399168,4
2,3441887805440,670283399168,1
1,3441887805440,670287593472,0
2,3441889902592,670287593472,4
1,3441889902592,670321147904,4
2,3441890164736,670321147904,6
1,3441890164736,670455365632,6
2,3441891213312,670455365632,1
1,3441891213312,670455398400,4
2,3441891215360,670455398400,6
1,3441891215360,670455406592,5
2,3450481149952,670455406592,5
1,3450481149952,670522515456,5
2,3450481674240,670522515456,1
1,3450481674240,670522515712,0
2,3450481690624,670522515712,1
2,807454113792,2478498119680,2
1,807454113792,2479571861504,3
2,809601597440,2479571861504,3
1,809601597440,2479588638720,3
2,809601728512,2479588638720,2
1,809601728512,2479597027328,2
2,809601794048,2479597027328,5
1,809601794048,3579108655104,3
2,809601795072,3579108655104,0
1,809601795072,3579110752256,0
2,809601811456,3579110752256,3
1,809601811456,3579110752264,2
2,809601811968,3579110752264,0
1,809601811968,3579110752392,4
2,809601814016,3579110752392,4
1,809601814016,3579110752408,6
2,809736031744,3579110752408,6
1,809736031744,3579111800984,6
2,809736039936,3579111800984,0
1,809736039936,3579111800985,6
2,809736040000,3579111800985,2
1,809736040000,3579111800989,5
2,818325974592,3579111800989,5
2,3368061763584,601429655552,1
1,3368061763584,601433849856,3
2,3642939670528,601433849856,3
1,3642939670528,603581333504,4
2,3647234637824,603581333504,3
1,3647234637824,603598110720,6
2,3647235686400,603598110720,4
1,3647235686400,603631665152,3
2,3647235817472,603631665152,1
1,3647235817472,603631697920,1
2,3647235817728,603631697920,3
1,3647235817728,603631698944,5
2,3655825752320,603631698944,5
1,2422361554944,1653595963392,2
2,2423435296768,1653595963392,4
2,1176821039104,275414777856,3
1,1176821039104,277562261504,3
2,1176837816320,277562261504,3
1,1176837816320,277562392576,4
2,1726593630208,277562392576,5
1,1726593630208,277629501440,4
2,1730888597504,277629501440,5
1,1730888597504,277630025728,1
2,1730892791808,277630025728,4
1,1730892791808,277663580160,6
2,3929916047360,277663580160,2
1,0,0,3
2,274877906944,0,4
1,274877906944,549755813888,3
2,277025390592,549755813888,3
1,277025390592,549772591104,4
2,281320357888,549772591104,3
1,281320357888,549772722176,3
2,281320358912,549772722176,4
1,281320358912,549806276608,6
2,2480343614464,549806276608,4
1,2480343614464,549806538752,6
2,2497523483648,549806538752,2
1,2497523483648,687245492224,6
2,2497657701376,687245492224,6
1,2497657701376,687246540800,2
2,2498731443200,687246540800,2
1,2498731443200,687254929408,4
2,2498731445248,687254929408,0
1,2498731445248,721614667776,6
2,2498731453440,721614667776,4
1,2498731453440,721614667792,6
2,2498731453504,721614667792,2
1,2498731453504,721614733328,2
2,2498731454016,721614733328,0
1,2498731454016,721883168784,0
2,2498733551168,721883168784,3
1,2498733551168,721883168792,0
2,2498733567552,721883168792,0
1,2498733567552,721883168920,0
2,2498733567553,721883168920,2
1,2498733567553,721883168924,5
2,3598245195329,721883168924,5
1,3598245195329,730473103516,5
2,3598312304193,730473103516,5
1,1962800119808,2339960258560,3
2,1655730864128,378494124032,2
1,0,0,3
2,274877906944,0,4
1,274877906944,549755813888,3
2,277025390592,549755813888,3
1,277025390592,549772591104,4
2,281320357888,549772591104,4
1,281320357888,549806145536,4
2,281320620032,549806145536,3
1,281320620032,549806276608,2
2,418759573504,549806276608,2
1,418759573504,550880018432,1
2,487479050240,550880018432,0
1,487479050240,585239756800,2
2,487487438848,585239756800,5
1,487487438848,1684751384576,5
2,496077373440,1684751384576,5
1,496077373440,1684818493440,3
2,496077374464,1684818493440,4
1,496077374464,1684818495488,2
2,496077440000,1684818495488,2
1,496077440000,1684818496000,0
2,496345875456,1684818496000,1
1,496345875456,1685355366912,1
2,2306397437952,825170591744,1
1,2306397437952,825174786048,5
2,3405909065728,825174786048,3
1,3405909065728,827322269696,3
2,3405925842944,827322269696,4
1,3405925842944,827355824128,4
2,3405926105088,827355824128,5
1,3405926105088,835945758720,0
2,3406194540544,835945758720,1
1,3406194540544,835945791488,1
2,3406194540800,835945791488,6
1,3406194540800,853125660672,6
2,3406328758528,853125660672,0
1,3406328758528,853127757824,4
2,3406328760576,853127757824,0
1,3406328760576,853127774208,6
2,3406329809152,853127774208,6
1,3406329809152,853127782400,3
2,3406329940224,853127782400,6
1,3406329940224,853127782464,0
2,3406329940352,853127782464,4
1,3406329940352,853127782480,1
2,3406329940354,853127782480,0
1,3406329940354,853127782481,3
2,3406329941378,853127782481,3
1,3406329941378,853127782489,5
2,3406397050242,853127782489,5
2,1236950581248,68719476736,6
1,1236950581248,2267742732288,5
2,1245540515840,2267742732288,1
1,1245540515840,2268279603200,4
2,1795296329728,2268279603200,3
1,1795296329728,2543157510144,3
2,1797443813376,2543157510144,4
1,1797443813376,2547452477440,3
2,1797460590592,2547452477440,5
1,1797460590592,2547519586304,2
2,1798534332416,2547519586304,2
1,1798534332416,2547527974912,3
2,1798534463488,2547527974912,3
1,1798534463488,2547527975936,5
2,1798534987776,2547527975936,4
1,1798534987776,2547561530368,3
2,1798534987784,2547561530368,2
1,1798534987784,2547561595904,4
2,1798535249928,2547561595904,5
1,1798535249928,2547561600000,2
2,1798535250440,2547561600000,0
1,1798535250440,2581921338368,1
2,1798539444744,2581921338368,4
1,1798539444744,2581921340416,1
2,1798539477512,2581921340416,2
1,1798539477512,2581921340420,1
2,1798539477768,2581921340420,4
1,1798539477768,2581921340436,5
2,1798539477800,2581921340436,1
1,1798539477800,2581921340438,0
2,1798807913256,2581921340438,0
1,1798807913256,2581923437590,0
2,1798807929640,2581923437590,0
1,1798807929640,2581923437718,0
2,1798807929641,2581923437718,6
1,1798807929641,2599103306902,6
2,1798942147369,2599103306902,6
1,2218350608384,1443109011456,5
2,2226940542976,1443109011456,2
1,2226940542976,1580547964928,0
2,2261300281344,1580547964928,1
1,2261300281344,1581084835840,4
2,2811056095232,1581084835840,4
1,2811056095232,1585379803136,5
2,2811123204096,1585379803136,3
1,2811123204096,1585396580352,3
2,2811123335168,1585396580352,4
1,2811123335168,1585430134784,4
2,2811123597312,1585430134784,3
1,2811123597312,1585430135808,5
2,2811124121600,1585430135808,5
1,2811124121600,1585430139904,2
2,2812197863424,1585430139904,1
1,2812197863424,1585434334208,1
2,2812197896192,1585434334208,2
1,1378952937472,652837126144,3
2,1381100421120,652837126144,5
1,1381100421120,661427060736,4
2,1381133975552,661427060736,1
1,1381133975552,661963931648,1
2,1381138169856,661963931648,4
1,1381138169856,661964193792,0
2,1381138186240,661964193792,3
1,1381138186240,661980971008,5
2,1381205295104,661980971008,5
1,1381205295104,661981495296,3
2,1381205426176,661981495296,4
1,1381205426176,661981497344,6
2,3580228681728,661981497344,0
1,3580228681728,661981497472,0
2,3580228681729,661981497472,6
1,3580228681729,679161366656,3
2,3580228682753,679161366656,3
1,3580228682753,679161366664,6
2,3580362900481,679161366664,6
1,3580362900481,679162415240,2
2,3717801853953,679162415240,2
1,429496729600,2234456735744,4
2,979252543488,2234456735744,0
1,979252543488,2234725171200,2
2,979260932096,2234725171200,6
1,979260932096,2234859388928,1
2,1108168671232,34628173824,5
1,1108168671232,34628698112,3
2,1383046578176,34628698112,2
1,1383046578176,172067651584,3
2,1385194061824,172067651584,3
1,1385194061824,172084428800,6
2,3584217317376,172084428800,4
1,3584217317376,721840242688,4
2,3588512284672,721840242688,0
1,3588512284672,721842339840,2
2,2611507888128,639950127104,3
1,2611507888128,642097610752,3
2,2611524665344,642097610752,1
1,2611524665344,642634481664,2
2,2612598407168,642634481664,2
1,2612598407168,642642870272,3
2,2612598538240,642642870272,3
1,2612598538240,642642871296,3
2,2612598538248,642642871296,2
1,2612598538248,642642936832,2
2,2612598538760,642642936832,4
1,2612598538760,642643198976,2
2,2612598538764,642643198976,6
1,2612598538764,642644247552,6
2,2612598546956,642644247552,6
1,2612598546956,642644247616,0
2,2646958285324,642644247616,0
1,2646958285324,642912683072,5
2,3746469913100,642912683072,0
1,3746469913100,642914780224,5
1,554050781184,412316860416,3
2,556198264832,412316860416,2
1,556198264832,413390602240,3
2,556215042048,413390602240,4
1,556215042048,413424156672,2
2,556223430656,413424156672,3
1,556223430656,413424287744,4
2,556223692800,413424287744,0
1,556223692800,447784026112,1
2,624943169536,447784026112,2
1,624943169536,447784091648,2
2,624943170048,447784091648,0
1,624943170048,448052527104,4
2,624943172096,448052527104,3
1,624943172096,448052528128,0
2,624945269248,448052528128,6
1,624945269248,2647075783680,6
2,642125138432,2647075783680,4
1,642125138432,2647075783696,0
2,642125154816,2647075783696,0
1,642125154816,2647075783824,0
2,642125154817,2647075783824,6
1,642125154817,2647210001552,5
2,1741636782593,2647210001552,5
1,828928688128,2199057072128,2
2,966367641600,2199057072128,3
1,966367641600,2201204555776,1
1,2201170739200,824633720832,2
2,2338609692672,824633720832,3
1,2338609692672,824650498048,0
2,2372969431040,824650498048,4
1,2372969431040,828945465344,4
2,2373002985472,828945465344,3
1,2373002985472,828945596416,1
2,2441722462208,828945596416,2
1,2441722462208,830019338240,1
2,2442259333120,830019338240,0
1,2442259333120,830287773696,5
2,3541770960896,830287773696,1
1,3541770960896,830291968000,1
2,3541770993664,830291968000,0
1,3541770993664,830294065152,4
2,3541771255808,830294065152,0
2,687194767360,34359738368,6
1,687194767360,2233382993920,3
2,962072674304,2233382993920,1
1,962072674304,2302102470656,5
2,3848559132672,240518168576,3
1,549755813888,2199023255552,5
2,1649267441664,2199023255552,3
1,1649267441664,2473901162496,4
2,1653562408960,2473901162496,4
1,1653562408960,2473934716928,3
2,1655709892608,2473934716928,5
1,1655709892608,2482524651520,5
2,1655777001472,2482524651520,6
1,1655777001472,2499704520704,6
2,1655911219200,2499704520704,4
1,1655911219200,2499704782848,1
2,1724630695936,2499704782848,1
1,1724630695936,2500241653760,4
2,1724630697984,2500241653760,1
1,1724630697984,2500245848064,6
2,1724631746560,2500245848064,6
